Multipoly_ACB4_GrigorConstr_k1_DeltaP=8
100
      0.15232108E+02    0.26634617E-01    0.0162
      0.30357077E+02    0.77140160E-01    0.0322
      0.45514774E+02    0.16008636E+00    0.0482
      0.60707020E+02    0.28857559E+00    0.0642
      0.75938187E+02    0.47614756E+00    0.0802
      0.91213623E+02    0.73611522E+00    0.0962
      0.10653905E+03    0.10813048E+01    0.1122
      0.12192037E+03    0.15215607E+01    0.1282
      0.13736223E+03    0.20544066E+01    0.1442
      0.15286925E+03    0.27004664E+01    0.1602
      0.16594133E+03    0.34456384E+01    0.1758
      0.17212003E+03    0.41086850E+01    0.1822
      0.17832367E+03    0.48696389E+01    0.1886
      0.18143568E+03    0.52900496E+01    0.1918
      0.18768181E+03    0.62175574E+01    0.1982
      0.19081665E+03    0.67275147E+01    0.2014
      0.19711182E+03    0.78473310E+01    0.2078
      0.20027293E+03    0.84603271E+01    0.2110
      0.20981551E+03    0.10531496E+02    0.2206
      0.21301758E+03    0.11305073E+02    0.2238
      0.21945633E+03    0.12987960E+02    0.2302
      0.22269398E+03    0.13901102E+02    0.2334
      0.22920842E+03    0.15880751E+02    0.2398
      0.23248625E+03    0.16951406E+02    0.2430
      0.23908588E+03    0.19265154E+02    0.2494
      0.24240883E+03    0.20512726E+02    0.2526
      0.25078841E+03    0.23914879E+02    0.2606
      0.25757150E+03    0.26948036E+02    0.2670
      0.26099130E+03    0.28575396E+02    0.2702
      0.26789075E+03    0.32064907E+02    0.2766
      0.27137183E+03    0.33932533E+02    0.2798
      0.27840024E+03    0.37927692E+02    0.2862
      0.28903732E+03    0.39592308E+02    0.2958
      0.30989322E+03    0.42643654E+02    0.3145
      0.33093600E+03    0.45881882E+02    0.3332
      0.35216568E+03    0.49306984E+02    0.3519
      0.37358221E+03    0.52918964E+02    0.3705
      0.39518561E+03    0.56717819E+02    0.3892
      0.41697589E+03    0.60703556E+02    0.4079
      0.43895306E+03    0.64876167E+02    0.4266
      0.46111710E+03    0.69235657E+02    0.4453
      0.48346802E+03    0.73782028E+02    0.4640
      0.50600583E+03    0.78515274E+02    0.4827
      0.51734479E+03    0.80951973E+02    0.4920
      0.52873053E+03    0.83435394E+02    0.5014
      0.54016290E+03    0.85965530E+02    0.5107
      0.55164203E+03    0.88542397E+02    0.5200
      0.56316791E+03    0.91165970E+02    0.5294
      0.57474048E+03    0.93836273E+02    0.5387
      0.58635980E+03    0.96553291E+02    0.5481
      0.59802582E+03    0.99317024E+02    0.5574
      0.60973853E+03    0.10212748E+03    0.5668
      0.62149799E+03    0.10498466E+03    0.5761
      0.63330414E+03    0.10788855E+03    0.5855
      0.64515704E+03    0.11083916E+03    0.5948
      0.69092145E+03    0.12255533E+03    0.6305
      0.70556964E+03    0.13137494E+03    0.6418
      0.72395508E+03    0.14321974E+03    0.6558
      0.74260168E+03    0.15584801E+03    0.6698
      0.77429041E+03    0.17872827E+03    0.6931
      0.79368921E+03    0.19361296E+03    0.7071
      0.82002863E+03    0.21488246E+03    0.7258
      0.84693671E+03    0.23785805E+03    0.7445
      0.87621954E+03    0.25837738E+03    0.7644
      0.91935748E+03    0.28648288E+03    0.7931
      0.95239935E+03    0.30880109E+03    0.8146
      0.98604547E+03    0.33220703E+03    0.8361
      0.10203087E+04    0.35672360E+03    0.8577
      0.10552015E+04    0.38237369E+03    0.8792
      0.10907368E+04    0.40917999E+03    0.9007
      0.11269270E+04    0.43716510E+03    0.9223
      0.11514237E+04    0.45648782E+03    0.9366
      0.11887330E+04    0.48648755E+03    0.9582
      0.12139874E+04    0.50717404E+03    0.9725
      0.12395514E+04    0.52841766E+03    0.9869
      0.12784855E+04    0.56134186E+03    1.0084
      0.13048390E+04    0.58400677E+03    1.0228
      0.13449745E+04    0.61909369E+03    1.0443
      0.13721404E+04    0.64322070E+03    1.0587
      0.14135112E+04    0.68053119E+03    1.0802
      0.14415118E+04    0.70616083E+03    1.0946
      0.14841516E+04    0.74575537E+03    1.1161
      0.15275688E+04    0.78674927E+03    1.1376
      0.15717755E+04    0.82916406E+03    1.1592
      0.16167834E+04    0.87302124E+03    1.1807
      0.16626046E+04    0.91834222E+03    1.2022
      0.17092509E+04    0.96514825E+03    1.2238
      0.17567339E+04    0.10134607E+04    1.2453
      0.18050657E+04    0.10633005E+04    1.2669
      0.18542577E+04    0.11146891E+04    1.2884
      0.19043217E+04    0.11676472E+04    1.3099
      0.19552694E+04    0.12221960E+04    1.3315
      0.20071124E+04    0.12783562E+04    1.3530
      0.20598623E+04    0.13361487E+04    1.3745
      0.21135303E+04    0.13955942E+04    1.3961
      0.21498250E+04    0.14361532E+04    1.4104
      0.21681284E+04    0.14567135E+04    1.4176
      0.22050493E+04    0.14983998E+04    1.4320
      0.22423918E+04    0.15408451E+04    1.4463
      0.22801597E+04    0.15840557E+04    1.4607
END OF DATA

